id,name,now_cost,position,team,points_per_game_rank_type,selected_rank,bonus,penalties_saved,direct_freekicks_order,form_rank_type,ict_index,expected_goals_conceded_per_90,goals_conceded,saves,points_per_game,yellow_cards,minutes,penalties_missed,saves_per_90,starts_per_90,expected_goal_involvements_per_90,chance_of_playing_next_round,expected_goal_involvements,corners_and_indirect_freekicks_order,now_cost_rank,creativity_rank,ict_index_rank,creativity,expected_goals_conceded,goals_conceded_per_90,ep_next,starts,own_goals,now_cost_rank_type,web_name,clean_sheets,selected_by_percent,creativity_rank_type,threat,clean_sheets_per_90,threat_rank,points_per_game_rank,news,bps,news_added,red_cards,influence_rank_type,expected_assists,selected_rank_type,value_season,form_rank,influence_rank,total_points,status,ict_index_rank_type,expected_assists_per_90,influence,goals_scored,expected_goals_per_90,expected_goals,assists,threat_rank_type,penalties_order
205,Callum Hudson-Odoi,50,MID,Chelsea,247,533,0,0,,131,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,236,579,581,0.0,0.00,0.0,1.1,0,0,156,Hudson-Odoi,0,0.1,247,0.0,0.0,577,581,,0,,0,247,0.00,190,0.0,409,580,0,a,247,0.0,0.0,0,0.0,0.00,0,247,
206,Reece James,55,DEF,Chelsea,61,23,5,0,2.0,200,80.4,1.02,17,0,2.8,4,1242,0,0.0,1.01,0.29,,3.99,2.0,126,90,153,358.2,14.11,1.23,2.1,14,0,11,James,2,15.4,17,153.0,0.14,175,171,,286,,0,71,2.93,10,8.0,514,195,44,a,38,0.21,292.2,1,0.08,1.06,2,33,2.0
207,Romelu Lukaku Bolingoli,70,FWD,Chelsea,74,215,0,0,,64,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,28,610,610,0.0,0.00,0.0,1.8,0,0,12,Lukaku,0,0.6,74,0.0,0.0,610,610,,0,,0,74,0.00,39,0.0,576,610,0,a,74,0.0,0.0,0,0.0,0.00,0,74,
208,Noni Madueke,55,MID,Chelsea,95,278,2,0,,204,55.0,1.85,13,0,2.2,0,639,0,0.0,0.99,0.23,75.0,1.62,,132,173,218,170.8,13.11,1.83,1.2,7,0,86,Madueke,0,0.4,110,224.0,0.0,138,232,Hamstring injury - 75% chance of playing,105,2023-08-03T10:30:04.622782Z,0,118,0.72,90,4.7,520,268,26,d,104,0.1,153.8,1,0.13,0.90,0,90,
210,Mykhailo Mudryk,65,MID,Chelsea,130,104,0,0,,236,38.2,1.51,10,0,1.7,1,650,0,0.0,0.97,0.42,,3.08,,55,187,269,146.4,10.88,1.38,1.8,7,0,34,Mudryk,0,3.0,116,140.0,0.0,188,301,,73,,0,132,1.26,36,3.8,575,298,25,a,125,0.17,100.8,0,0.25,1.82,2,112,
211,Nicolas Jackson,70,FWD,Chelsea,75,33,0,0,,65,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,38,612,612,0.0,0.00,0.0,1.8,0,0,13,N.Jackson,0,12.8,75,0.0,0.0,612,612,,0,,0,75,0.00,7,0.0,586,612,0,a,75,0.0,0.0,0,0.0,0.00,0,75,
212,Christopher Nkunku,75,FWD,Chelsea,76,30,0,0,,67,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,75.0,0.00,,22,613,613,0.0,0.00,0.0,1.4,0,0,8,Nkunku,0,13.7,76,0.0,0.0,613,613,Knee injury - 75% chance of playing,0,2023-08-03T09:30:04.720287Z,0,76,0.00,5,0.0,592,613,0,d,76,0.0,0.0,0,0.0,0.00,0,76,
213,Christian Pulisic,55,MID,Chelsea,134,575,0,0,,184,51.1,1.58,11,0,1.6,1,805,0,0.0,0.89,0.23,0.0,2.05,,108,175,226,166.8,14.13,1.23,0.0,8,0,66,Pulisic,3,0.0,111,227.0,0.34,135,310,Permanent transfer to AC Milan,102,2023-07-14T08:03:53.480692Z,0,126,0.38,228,7.1,496,289,39,u,107,0.04,120.4,1,0.19,1.67,1,87,
214,Malang Sarr,45,DEF,Chelsea,189,441,0,0,,123,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,392,489,492,0.0,0.00,0.0,1.5,0,0,99,M.Sarr,0,0.1,189,0.0,0.0,479,496,,0,,0,189,0.00,171,0.0,199,490,0,a,189,0.0,0.0,0,0.0,0.00,0,188,
215,Gabriel Słonina,40,GKP,Chelsea,58,447,0,0,,39,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,601,442,452,0.0,0.00,0.0,0.5,0,0,68,Slonina,0,0.1,49,0.0,0.0,427,457,,0,,0,58,0.00,60,0.0,89,450,0,a,58,0.0,0.0,0,0.0,0.00,0,40,
216,Raheem Sterling,70,MID,Chelsea,38,114,9,0,,237,153.9,1.33,27,0,3.6,4,1886,0,0.0,1.1,0.45,,9.43,,29,55,60,495.4,27.83,1.29,2.0,23,0,16,Sterling,5,2.5,47,647.0,0.24,36,88,,274,,0,67,3.22,41,14.4,577,150,101,a,44,0.15,399.6,6,0.3,6.21,4,25,
217,Thiago Emiliano da Silva,50,DEF,Chelsea,44,128,8,0,,173,91.4,1.33,32,0,3.0,2,2351,0,0.0,1.0,0.1,,2.58,,155,246,131,90.4,34.83,1.23,1.8,26,0,13,T.Silva,6,1.9,80,147.0,0.23,180,138,,524,,0,11,1.04,42,16.0,328,49,80,a,28,0.04,676.8,0,0.06,1.54,2,36,
218,Hakim Ziyech,55,MID,Chelsea,124,362,0,0,,175,49.0,1.22,7,0,1.8,1,649,0,0.0,0.83,0.3,,2.16,3.0,95,133,232,230.9,8.80,0.97,1.5,6,0,57,Ziyech,2,0.2,91,113.0,0.28,213,290,,129,,0,117,1.51,115,6.0,483,266,33,a,111,0.21,155.4,0,0.09,0.65,3,117,4.0
589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,254,558,0,0,,163,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,288,595,595,0.0,0.00,0.0,1.1,0,0,188,Ângelo,0,0.0,254,0.0,0.0,592,595,,0,,0,254,0.00,213,0.0,461,595,0,a,254,0.0,0.0,0,0.0,0.00,0,254,
609,Ian Maatsen,55,MID,Chelsea,258,454,0,0,,208,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,138,604,604,0.0,0.00,0.0,1.5,0,0,90,Maatsen,0,0.1,258,0.0,0.0,604,604,,0,,0,258,0.00,148,0.0,526,604,0,a,258,0.0,0.0,0,0.0,0.00,0,258,
611,Axel Disasi,50,DEF,Chelsea,204,482,0,0,,189,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,242,581,583,0.0,0.00,0.0,1.8,0,0,29,Disasi,0,0.1,204,0.0,0.0,579,583,,0,,0,204,0.00,193,0.0,415,582,0,a,204,0.0,0.0,0,0.0,0.00,0,204,
613,Lesley Ugochukwu,45,MID,Chelsea,219,596,0,0,,59,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,500,542,546,0.0,0.00,0.0,0.5,0,0,251,Ugochukwu,0,0.0,218,0.0,0.0,537,547,,0,,0,218,0.00,245,0.0,307,545,0,a,218,0.0,0.0,0,0.0,0.00,0,217,
219,Naouirou Ahamada,45,MID,Crystal Palace,182,332,0,0,,45,3.0,1.89,2,0,0.9,1,87,0,0.0,0.0,0.18,,0.17,,476,336,367,13.2,1.83,2.07,1.5,0,0,237,Ahamada,0,0.2,168,14.0,0.0,325,389,,20,,0,169,0.02,103,1.6,283,371,7,a,167,0.02,7.4,0,0.16,0.15,0,162,
220,Joachim Andersen,45,DEF,Crystal Palace,75,202,1,0,,107,109.8,1.17,37,0,2.5,8,2782,0,0.0,1.04,0.09,,2.91,,371,178,100,163.4,36.23,1.2,2.5,32,2,83,Andersen,8,0.7,48,273.0,0.26,116,197,,483,,0,15,1.04,66,17.8,178,56,80,a,17,0.03,658.8,1,0.06,1.87,0,13,
221,Jordan Ayew,55,MID,Crystal Palace,72,311,4,0,,170,140.3,1.37,41,0,2.7,5,2708,0,0.0,1.03,0.18,,5.65,,83,59,70,468.2,41.13,1.36,2.5,31,0,52,J.Ayew,8,0.3,50,439.0,0.27,67,180,,332,,0,47,2.52,96,18.9,471,103,104,a,52,0.08,494.4,4,0.1,3.13,3,48,
222,Nathaniel Clyne,45,DEF,Crystal Palace,95,427,0,0,,68,33.6,1.44,23,0,2.0,3,1638,0,0.0,1.04,0.03,,0.60,,310,201,278,124.9,26.26,1.26,2.5,19,0,44,Clyne,3,0.2,57,8.0,0.16,335,252,,246,,0,95,0.60,165,9.8,117,245,44,a,100,0.03,203.6,0,0.0,0.00,0,129,
223,Cheick Doucouré,50,MID,Crystal Palace,92,437,3,0,,149,99.8,1.31,41,0,2.2,8,2770,0,0.0,1.1,0.09,,2.67,,269,91,119,353.7,40.18,1.33,2.1,34,0,174,C.Doucouré,7,0.1,68,167.0,0.23,167,229,,411,,1,53,1.22,140,14.8,442,112,74,a,76,0.04,475.0,0,0.05,1.45,3,105,
224,Malcolm Ebiowei,45,MID,Crystal Palace,170,521,0,0,,40,0.9,0.52,1,0,1.0,0,31,0,0.0,0.0,0.03,,0.01,,469,359,380,0.9,0.18,2.9,1.5,0,0,232,Ebiowei,0,0.1,175,4.0,0.0,344,374,,9,,0,176,0.01,180,0.7,276,379,3,a,175,0.03,3.4,0,0.0,0.00,0,170,
225,Odsonne Edouard,55,FWD,Crystal Palace,25,134,5,0,,43,113.2,1.22,25,0,2.3,3,1788,0,0.0,1.01,0.25,,4.94,,113,129,97,238.7,24.19,1.26,2.3,20,0,31,Edouard,5,1.7,13,552.0,0.25,49,218,,225,,0,17,0.80,28,14.9,501,175,82,a,14,0.04,351.6,5,0.21,4.14,2,16,3.0
226,Eberechi Eze,65,MID,Crystal Palace,16,29,21,0,1.0,232,217.0,1.12,35,0,4.2,3,2631,0,0.0,1.03,0.35,,10.17,2.0,50,18,25,833.6,32.64,1.2,2.8,30,0,30,Eze,9,13.8,15,635.0,0.31,37,35,,580,,0,18,2.92,10,24.5,570,43,159,a,18,0.1,702.6,10,0.25,7.25,5,26,2.0
227,Vicente Guaita,45,GKP,Crystal Palace,14,156,10,0,,45,66.8,1.41,34,85,3.7,1,2430,0,3.15,1.0,0.0,,0.01,,299,456,192,0.0,38.20,1.26,2.8,27,0,13,Guaita,6,1.2,55,0.0,0.22,441,70,,484,,0,12,0.01,21,22.0,106,51,99,a,12,0.0,668.4,0,0.0,0.00,0,46,
228,Marc Guéhi,45,DEF,Crystal Palace,68,123,2,0,,126,106.7,1.26,46,0,2.6,8,3330,0,0.0,1.0,0.06,,2.28,,395,188,106,145.5,46.47,1.24,2.5,37,1,102,Guéhi,9,2.0,51,213.0,0.24,143,182,,623,,0,9,0.82,39,21.1,202,42,95,a,19,0.02,705.0,1,0.04,1.46,0,19,
229,Will Hughes,50,MID,Crystal Palace,138,589,3,0,,92,37.4,1.43,11,0,1.5,4,822,0,0.0,0.77,0.11,,0.97,3.0,181,228,271,107.4,13.05,1.2,2.1,7,0,117,Hughes,1,0.0,129,78.0,0.11,247,319,,152,,0,112,0.63,241,8.2,354,253,41,a,126,0.07,190.4,1,0.04,0.34,1,129,
230,Sam Johnstone,45,GKP,Crystal Palace,10,153,5,0,,52,17.8,0.98,10,26,4.0,1,810,0,2.89,1.0,0.0,,0.00,,330,466,318,0.0,8.81,1.11,2.8,9,0,20,Johnstone,3,1.2,60,0.0,0.33,453,46,,159,,0,20,0.00,20,8.0,137,260,36,a,20,0.0,177.4,0,0.0,0.00,0,53,
231,Jefferson Lerma Solís,50,MID,Crystal Palace,71,257,5,0,,101,122.7,1.68,67,0,2.7,7,3252,0,0.0,1.02,0.15,,5.58,,197,109,85,296.4,60.57,1.85,2.1,37,1,126,Lerma,7,0.4,81,312.0,0.19,101,177,,500,,0,31,3.00,86,20.2,370,66,101,a,60,0.08,619.2,5,0.07,2.58,0,69,
232,Jean-Philippe Mateta,50,FWD,Crystal Palace,37,261,3,0,,30,42.5,1.62,10,0,1.4,3,748,0,0.0,0.72,0.43,,3.60,,256,268,256,71.4,13.49,1.2,1.9,6,0,50,Mateta,3,0.4,33,247.0,0.36,124,335,,96,,0,30,0.16,47,8.2,429,290,41,a,31,0.02,119.8,2,0.41,3.44,0,30,
233,Remi Matthews,40,GKP,Crystal Palace,46,438,0,0,,25,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,553,404,417,0.0,0.00,0.0,1.5,0,0,54,Matthews,0,0.1,35,0.0,0.0,387,422,,0,,0,46,0.00,59,0.0,41,415,0,a,46,0.0,0.0,0,0.0,0.00,0,26,
234,Tyrick Mitchell,45,DEF,Crystal Palace,70,206,7,0,,155,89.0,1.34,40,0,2.6,5,2889,0,0.0,1.06,0.06,,1.87,,445,123,137,260.3,42.90,1.25,2.5,34,0,131,Mitchell,8,0.7,27,141.0,0.25,187,184,,476,,1,35,1.25,68,20.7,252,106,93,a,31,0.04,485.0,0,0.02,0.62,2,42,
235,Jake O'Brien,40,DEF,Crystal Palace,178,405,0,0,,57,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,611,452,461,0.0,0.00,0.0,1.5,0,0,204,O'Brien,0,0.2,177,0.0,0.0,437,466,,0,,0,177,0.00,155,0.0,99,459,0,a,177,0.0,0.0,0,0.0,0.00,0,176,
236,Michael Olise,60,MID,Crystal Palace,37,326,15,0,2.0,226,225.6,1.21,38,0,3.6,2,2743,0,0.0,1.02,0.3,25.0,9.29,1.0,78,7,21,1115.0,37.03,1.25,0.7,31,0,49,Olise,8,0.2,5,484.0,0.26,58,86,Hamstring injury - 25% chance of playing,517,2023-07-05T16:30:03.780925Z,0,25,6.42,101,22.0,557,60,132,d,14,0.21,652.4,2,0.09,2.87,11,41,
237,Luke Plange,45,FWD,Crystal Palace,53,430,0,0,,15,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00,,470,526,529,0.0,0.00,0.0,0.0,0,0,72,Plange,0,0.1,52,0.0,0.0,518,531,"Half season loan to Carlisle United, expected back in January",0,2023-08-02T07:30:53.481421Z,0,52,0.00,68,0.0,277,528,0,u,53,0.0,0.0,0,0.0,0.00,0,53,
238,Chris Richards,40,DEF,Crystal Palace,119,245,0,0,,37,13.2,2.27,11,0,1.4,0,443,0,0.0,0.81,0.15,,0.76,,587,332,330,15.3,11.19,2.23,1.5,4,0,184,C.Richards,1,0.5,123,26.0,0.2,312,327,,83,,0,118,0.05,84,3.2,75,305,13,a,122,0.01,92.4,0,0.14,0.71,0,116,
239,Jairo Riedewald,45,MID,Crystal Palace,165,522,0,0,,13,1.5,1.4,0,0,1.0,0,60,0,0.0,0.0,0.08,,0.05,,369,348,373,2.6,0.93,0.0,1.5,0,0,205,Riedewald,0,0.1,171,4.0,0.0,343,368,,19,,0,167,0.01,181,1.3,176,369,6,a,170,0.02,9.8,0,0.06,0.04,0,169,
240,Jeffrey Schlupp,50,MID,Crystal Palace,73,420,2,0,,84,97.9,1.32,38,0,2.6,7,2528,0,0.0,1.07,0.15,,4.08,,170,125,122,257.6,37.03,1.35,2.1,30,0,109,Schlupp,9,0.2,87,314.0,0.32,99,187,,324,,0,64,1.11,134,17.8,343,146,89,a,78,0.04,404.6,3,0.11,2.97,2,67,
241,James Tomkins,40,DEF,Crystal Palace,123,179,1,0,,2,14.6,2.68,10,0,1.3,1,335,0,0.0,0.81,0.22,,0.81,,520,356,328,1.1,9.99,2.69,1.5,3,0,149,Tomkins,0,0.9,133,54.0,0.0,272,340,,50,,1,120,0.00,59,2.0,8,309,8,a,120,0.0,90.0,1,0.22,0.81,0,99,
242,Joel Ward,45,DEF,Crystal Palace,56,377,5,0,,66,73.5,1.28,35,0,2.8,6,2253,0,0.0,0.96,0.07,,1.95,,307,171,172,172.5,32.15,1.4,2.5,24,0,42,Ward,8,0.2,44,114.0,0.32,207,163,,403,,0,41,0.83,142,17.3,114,121,78,a,49,0.03,446.6,1,0.04,1.12,0,59,
243,Joe Whitworth,40,GKP,Crystal Palace,28,173,0,0,,40,4.2,1.04,5,5,1.5,0,180,0,2.5,1.0,0.0,,0.00,,607,448,361,0.0,2.07,2.5,1.5,2,0,69,Whitworth,0,1.0,50,0.0,0.0,433,314,,28,,0,27,0.00,24,0.8,95,347,3,a,27,0.0,41.8,0,0.0,0.00,0,41,
244,André Tavares Gomes,45,MID,Everton,189,312,0,0,,5,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,346,471,476,0.0,0.00,0.0,1.0,0,0,197,André Gomes,0,0.3,186,0.0,0.0,459,480,,0,,0,185,0.00,97,0.0,153,474,0,a,185,0.0,0.0,0,0.0,0.00,0,179,
245,Jarrad Branthwaite,40,DEF,Everton,174,244,0,0,,53,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,604,445,455,0.0,0.00,0.0,1.0,0,0,200,Branthwaite,0,0.5,173,0.0,0.0,430,460,,0,,0,173,0.00,83,0.0,92,453,0,a,173,0.0,0.0,0,0.0,0.00,0,172,
246,Dominic Calvert-Lewin,60,FWD,Everton,24,116,2,0,,55,66.4,1.79,22,0,2.4,3,1166,0,0.0,1.16,0.52,,6.62,,67,205,193,122.4,23.13,1.7,2.1,15,0,22,Calvert-Lewin,4,2.4,25,409.0,0.31,75,213,,89,,0,29,0.72,24,6.7,546,282,40,a,24,0.06,138.4,2,0.46,5.90,1,20,1.0
247,Seamus Coleman,45,DEF,Everton,62,293,5,0,,69,50.4,1.82,25,0,2.7,1,1654,0,0.0,1.09,0.07,,1.22,,311,226,228,108.7,33.50,1.36,2.0,20,0,45,Coleman,5,0.3,71,95.0,0.27,227,174,,314,,0,68,0.92,103,14.0,118,191,63,a,78,0.05,297.8,1,0.02,0.30,0,70,
248,Dele Alli,50,MID,Everton,178,363,0,0,,93,0.9,3.98,1,0,1.0,0,38,0,0.0,0.0,0.0,,0.00,,182,351,381,2.2,1.68,2.37,1.6,0,0,118,Dele,0,0.2,173,6.0,0.0,340,382,,5,,0,180,0.00,116,0.4,355,386,2,a,176,0.0,0.6,0,0.0,0.00,0,167,
249,Abdoulaye Doucouré,55,MID,Everton,57,324,10,0,,173,89.7,1.89,27,0,3.0,6,1527,0,0.0,1.0,0.24,,4.13,,93,113,136,284.1,32.10,1.59,2.0,17,0,55,A.Doucoure,4,0.3,82,255.0,0.24,123,140,,263,,1,76,1.52,99,13.8,481,172,76,a,83,0.09,360.4,5,0.15,2.61,2,79,
250,James Garner,50,MID,Everton,133,557,0,0,,140,29.2,1.77,13,0,1.6,3,796,0,0.0,0.79,0.14,,1.20,4.0,257,215,291,116.2,15.66,1.47,1.6,7,0,165,Garner,2,0.0,125,64.0,0.23,264,309,,109,,0,130,0.50,212,5.0,430,296,25,a,136,0.06,109.2,0,0.08,0.70,1,137,
251,Jean-Philippe Gbamin,45,MID,Everton,191,578,0,0,,11,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,357,477,481,0.0,0.00,0.0,1.0,0,0,203,Gbamin,0,0.0,189,0.0,0.0,467,485,,0,,0,187,0.00,231,0.0,164,479,0,a,187,0.0,0.0,0,0.0,0.00,0,184,
252,Ben Godfrey,45,DEF,Everton,121,375,0,0,,115,23.6,2.04,18,0,1.4,2,801,0,0.0,1.12,0.15,,1.32,,382,292,307,42.3,18.17,2.02,2.0,10,0,91,Godfrey,1,0.2,106,46.0,0.11,287,329,,101,,0,110,0.08,140,4.0,189,274,18,a,113,0.01,146.8,0,0.14,1.24,1,105,
253,Demarai Gray,55,MID,Everton,69,266,4,0,,183,173.2,1.68,39,0,2.8,3,2501,0,0.0,0.97,0.36,,9.99,,106,39,44,614.7,46.59,1.4,2.0,27,0,65,Gray,7,0.4,32,707.0,0.25,31,170,,284,,0,62,3.82,89,16.5,494,141,91,a,33,0.14,410.8,4,0.22,6.17,1,20,
254,Idrissa Gueye,50,MID,Everton,102,555,1,0,,81,70.6,1.75,45,0,2.0,7,2577,0,0.0,1.12,0.05,,1.54,,166,154,184,195.3,49.99,1.57,1.6,32,0,106,Gana,8,0.0,100,85.0,0.28,235,260,,357,,0,59,0.83,210,13.2,339,131,66,a,97,0.03,426.8,0,0.02,0.71,1,125,
255,Mason Holgate,40,DEF,Everton,93,124,2,0,,18,21.5,1.69,9,0,2.0,1,506,0,0.0,0.89,0.21,,1.17,,556,267,311,71.9,9.49,1.6,1.0,5,0,165,Holgate,2,1.9,94,55.0,0.36,269,249,,81,,1,119,0.17,40,4.0,44,307,16,a,115,0.03,90.4,0,0.18,1.00,0,96,
256,Alex Iwobi,55,MID,Everton,47,198,9,0,,179,201.3,1.77,56,0,3.3,2,3379,0,0.0,1.01,0.18,,6.87,3.0,99,13,28,946.0,66.42,1.49,2.0,38,0,61,Iwobi,9,0.8,11,373.0,0.24,90,111,,563,,0,20,4.31,67,22.9,487,45,126,a,21,0.11,693.4,2,0.07,2.56,8,62,
257,Michael Keane,45,DEF,Everton,30,323,5,0,,82,41.7,2.2,22,0,3.2,0,983,0,0.0,0.92,0.2,,2.12,,332,291,259,42.6,23.98,2.01,2.0,10,0,58,Keane,2,0.3,105,131.0,0.18,191,115,,180,,0,81,0.83,121,8.7,139,223,39,a,90,0.08,242.6,1,0.12,1.29,2,45,
258,Neal Maupay,50,FWD,Everton,36,187,3,0,,21,62.2,1.8,19,0,1.5,4,1104,0,0.0,0.9,0.42,,5.15,,187,225,200,109.9,22.04,1.55,1.4,11,0,41,Maupay,3,0.9,28,429.0,0.24,70,320,,86,,0,32,0.24,35,8.2,360,312,41,a,25,0.02,85.8,1,0.4,4.91,0,18,
259,Dwight McNeil,55,MID,Everton,43,205,14,0,2.0,206,195.8,1.85,46,0,3.5,5,2490,0,0.0,1.01,0.33,,8.96,1.0,135,22,32,771.4,51.30,1.66,2.0,28,0,88,McNeil,5,0.7,19,464.0,0.18,61,99,,505,,0,15,5.45,69,22.9,523,38,126,a,23,0.2,718.8,7,0.13,3.51,5,44,
260,Vitalii Mykolenko,45,DEF,Everton,85,315,4,0,,143,93.4,1.82,46,0,2.2,4,2653,0,0.0,1.02,0.05,,1.45,,421,105,128,307.0,53.67,1.56,2.0,30,0,119,Mykolenko,7,0.3,19,120.0,0.24,202,223,,449,,0,33,0.91,115,16.7,228,100,75,a,26,0.03,504.8,0,0.02,0.54,1,55,
261,Amadou Onana,50,MID,Everton,85,358,2,0,,156,96.0,1.73,37,0,2.3,9,2486,0,0.0,1.05,0.17,,4.61,,279,102,125,316.6,47.89,1.34,1.6,29,0,181,Onana,9,0.2,77,287.0,0.33,108,216,,300,,0,77,1.66,114,15.4,452,173,77,a,79,0.06,358.2,1,0.11,2.95,3,71,
262,Nathan Patterson,45,DEF,Everton,115,343,0,0,,153,45.3,1.79,22,0,1.6,3,1274,0,0.0,0.99,0.08,,1.19,,441,220,246,111.9,25.40,1.55,2.0,14,0,129,Patterson,2,0.2,66,108.0,0.14,220,305,,173,,0,87,0.71,128,6.9,248,229,31,a,85,0.05,231.4,0,0.03,0.48,0,65,
263,Jordan Pickford,45,GKP,Everton,21,34,10,1,,53,102.0,1.79,57,124,3.4,6,3330,0,3.35,1.0,0.01,,0.35,,338,317,115,23.0,66.41,1.54,2.3,37,0,21,Pickford,8,12.6,1,0.0,0.22,456,104,,666,,0,3,0.35,5,27.6,145,9,124,a,3,0.01,997.8,0,0.0,0.00,1,54,
264,Ellis Simms,45,FWD,Everton,35,338,0,0,,6,13.0,2.63,4,0,1.5,0,219,0,0.0,0.82,0.41,0.0,1.01,,407,295,331,39.6,6.40,1.64,0.0,2,0,63,Simms,0,0.2,35,54.0,0.0,275,316,Transferred to Coventry City,59,2023-07-11T08:42:12.779256Z,0,38,0.15,58,3.8,214,349,17,u,37,0.06,40.8,1,0.35,0.86,0,37,
265,James Tarkowski,45,DEF,Everton,54,96,13,0,,59,167.0,1.78,57,0,2.8,6,3420,0,0.0,1.0,0.13,,4.86,,295,157,46,185.6,67.45,1.5,2.0,38,0,35,Tarkowski,9,3.5,40,441.0,0.24,66,161,,632,,0,1,1.89,33,23.6,102,6,106,a,3,0.05,1040.4,1,0.08,2.97,1,2,
266,João Neves Virgínia,40,GKP,Everton,53,277,0,0,,33,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,573,420,432,0.0,0.00,0.0,1.0,0,0,62,J.Virginia,0,0.4,43,0.0,0.0,404,437,,0,,0,53,0.00,43,0.0,61,430,0,a,53,0.0,0.0,0,0.0,0.00,0,34,
579,Andy Lonergan,40,GKP,Everton,30,519,0,0,,1,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,513,370,391,0.0,0.00,0.0,1.0,0,0,30,Lonergan,0,0.1,11,0.0,0.0,352,396,,0,,0,30,0.00,67,0.0,1,389,0,a,30,0.0,0.0,0,0.0,0.00,0,2,
588,Ashley Young,45,DEF,Everton,40,210,8,0,,60,68.7,1.41,28,0,3.0,7,2031,0,0.0,1.02,0.05,,1.24,2.0,296,140,188,223.4,31.81,1.24,2.0,23,0,36,Young,9,0.6,33,81.0,0.4,239,134,,388,,0,59,0.78,71,19.3,103,158,87,a,56,0.03,380.2,1,0.02,0.46,0,78,
601,Arnaut Danjuma Groeneveld,55,MID,Everton,129,217,0,0,,197,14.8,1.28,5,0,1.7,0,162,0,0.0,0.56,0.51,,0.91,,124,315,327,25.1,2.31,2.78,2.0,1,0,79,Danjuma,0,0.6,161,71.0,0.0,257,299,,43,,0,151,0.07,72,2.7,512,340,15,a,152,0.04,53.2,1,0.47,0.84,0,134,
267,Andreas Hoelgebaum Pereira,55,MID,Fulham,32,103,9,0,1.0,181,189.3,1.59,40,0,3.7,8,2696,0,0.0,1.1,0.38,,11.42,1.0,101,12,36,965.0,47.49,1.34,2.0,33,0,63,Andreas,8,3.0,10,495.0,0.27,56,76,,360,,0,57,4.26,35,22.4,489,123,123,a,27,0.14,440.6,4,0.24,7.16,10,39,2.0
268,Tom Cairney,50,MID,Fulham,131,562,2,0,,79,64.2,1.83,13,0,1.6,2,968,0,0.0,0.56,0.27,,2.95,,164,132,196,232.1,19.69,1.21,1.6,6,0,104,Cairney,1,0.0,90,217.0,0.09,141,307,,217,,0,111,1.51,215,10.6,337,252,53,a,99,0.14,190.4,2,0.13,1.44,1,93,
269,Ivan Neves Abreu Cavaleiro,50,MID,Fulham,235,587,0,0,,108,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0.00,,205,563,565,0.0,0.00,0.0,1.6,0,0,133,I.Cavaleiro,0,0.0,235,0.0,0.0,561,565,,0,,0,235,0.00,239,0.0,378,564,0,a,235,0.0,0.0,0,0.0,0.00,0,235,
270,Bobby De Cordova-Reid,55,MID,Fulham,80,445,3,0,,172,119.7,1.7,40,0,2.5,8,2473,0,0.0,1.06,0.19,,5.40,,85,98,90,326.6,46.78,1.46,2.0,29,0,54,De Cordova-Reid,8,0.1,74,508.0,0.29,55,202,,289,,0,75,1.49,144,16.4,473,169,90,a,63,0.05,365.2,4,0.14,3.91,1,38,
271,Issa Diop,45,DEF,Fulham,35,356,8,0,,133,58.1,1.61,26,0,3.2,2,2008,0,0.0,0.94,0.03,,0.78,,408,300,212,38.8,35.86,1.17,2.0,21,0,109,Diop,7,0.2,112,80.0,0.31,243,120,,422,,0,37,0.49,132,17.6,215,114,79,a,71,0.02,462.2,1,0.01,0.29,0,81,
272,Tyrese Francois,45,MID,Fulham,169,576,0,0,,36,0.1,0.0,0,0,1.0,0,1,0,0.0,0.0,0.0,,0.00,,457,364,389,0.3,0.00,0.0,1.0,0,0,228,Francois,0,0.0,180,0.0,0.0,513,372,,3,,0,178,0.00,229,0.2,264,384,1,a,180,0.0,1.0,0,0.0,0.00,0,202,
